sno,district,mandal,village,lat_gis,long_gis,gwl,season,Unnamed: 8,pH,E.C,TDS,CO3,HCO3,Cl,F,NO3 ,SO4,Na,K,Ca,Mg,T.H,SAR,Classification,RSC  meq  / L,Classification.1
922,BHADRADRI,Annapureddypalli,Malthummeda,17.90862889054799,78.87073678208046,2.3700716472292043,Post-monsoon 2020,,7.18,24.288307315466227,15.544532087157222,0.0,314.2724577969452,0.0,1.5978931776106569,0.0,0.0,45.18615442967962,0.0,0.0,28.474498787315948,0.0,3.288931835632038,C3S1,6.479958383928045,P.S.
375,YADADRI,S.Narayanpur,S.Narayanpur,17.144719,78.86001,9.9,Post-monsoon 2020,,7.8,2324.0,1487.36,0.0,370.0,370.0,0.58,336.1611,33.0,169.3,2.6,160.0,97.24,799.8355263,2.602727956,C4S1,-8.596710526,P.S.
731,NALGONDA,Morthad,Maheswaram,16.88871705523479,78.73872000813279,4.7142700707386265,Post-monsoon 2020,,7.11,963.8349036563194,616.8543063356146,0.0,215.4970165863274,81.3662566704521,0.0,129.89053224034842,20.274948077595976,2.3665264144888454,35.2043123880382,127.11337995625777,29.74289146553172,439.23031539207346,0.0,C2S1,-4.598773195334283,U.S.
767,VIKARABAD,Dharmaram,Peddapalli,17.209797179949714,78.00682016945498,6.40994082571329,Post-monsoon 2020,,7.29,1809.4864730183494,1158.071349202279,4.338443683746941,341.83803091619046,258.5331444233934,1.753658892658811,5.301637509041626,111.95094563434827,174.61535156734544,6.155156467475667,85.38457482603208,81.81640548881278,547.2200789795455,3.8528545743875195,C4S2,-4.001640609201694,P.S.
615,BHADRADRI,K.Mallepally,Bibipet,18.040758794341556,79.1626702017436,0.0,Post-monsoon 2020,,7.51,1964.7591786788064,1257.4458859143056,0.0,388.75557687137734,223.18559091351358,1.0700504116571354,248.1323450221839,65.36171310363466,272.374286416423,13.10371262915272,130.38760197058528,19.381309855686226,407.4120466738874,5.285355675103072,C2S1,-0.6100611500763555,MR
514,WARANGAL (R) ,Tekulapalli,Narayanagiri,18.483095242173725,78.36646436265556,4.452450955490654,Post-monsoon 2020,,8,1851.935282891082,1185.238591998423,0.0,541.9441798890447,322.89121391324363,1.835144528476897,0.0,0.0,248.0532858219192,0.0,40.68003496027022,72.05531238826882,396.9131906456245,6.133388808777189,C3S1,2.3681612996665495,P.S.
884,RANGAREDDY,Asifnagar,Bangarigadda,19.466520388379053,78.74066682865337,9.833991319720193,Post-monsoon 2020,,7.6,714.7566877286762,457.44432026285807,0.0,352.451795970726,3.484863186386349,0.6631188430889932,53.46268195790935,18.635782176076155,12.2482580553892,0.0,42.378788914855285,49.68768882873895,311.2028370059875,0.08591247967443705,C2S1,0.6560801851785607,P.S.
116,MAHABUBABAD,Dhantalapally,Dhantalapally,17.5147,79.7347,1.02,Post-monsoon 2020,,7.88,1798.0,1150.72,0.0,390.0,240.0,1.58,87.97604545,24.5,172.0,5.0,64.0,77.792,479.8684211,3.413811408,C3S1,-1.797368421,P.S.
530,NIRMAL,Thungathurthi,Bibinagar,15.785219614728074,79.38599361428477,0.33964187423140846,Post-monsoon 2020,,8.14,1968.6841997756464,1259.9578727928547,14.581874552346035,196.76821813292793,308.89192121495665,0.640747988150557,333.4642431837233,10.29318125741035,173.4298260719808,30.710587571361856,69.21790926469455,88.02155552699682,536.149541962175,2.3140435398174595,C3S1,-6.538128257686308,P.S.
371,YADADRI,Rajapet,Kurraram,17.77549,78.929866,5.28,Post-monsoon 2020,,8.29,435.0,278.4,0.0,190.0,40.0,0.5,18.51322,10.0,33.18,2.17,32.0,29.172,199.9506579,1.020204247,C2S1,-0.199013158,P.S.
256,NIZAMABAD,Mupkal,Mupkal,18.912998,78.361616,12.4,Post-monsoon 2020,,7.41,1128.0,721.92,0.0,290.0,100.0,0.97,145.7141,16.0,58.0,2.9,136.0,24.31,439.9588816,1.202248137,C3S1,-2.999177632,P.S.
742,JOGULAMBA(GADWAL),Thiparthy,Cheruvu Annaram,16.649850949832537,79.63776716066758,0.291946770427022,Post-monsoon 2020,,8.46,1909.2639326011827,1221.9289259310826,33.44045902608729,234.6437662815007,368.89144750281423,0.331855791944494,117.98243915734074,46.60752380440072,229.02269666208468,24.47368252878893,95.68022803472557,58.9203939459995,478.79615850022117,4.321030017794274,C2S1,-4.211278240852046,P.S.
656,KHAMMAM,RAMAREDDY,Nizamabad,15.970079209473331,79.70820689371808,4.317468191627087,Post-monsoon 2020,,8,2806.7845773510726,1796.342126441771,0.0,274.28031088562557,547.6884491535245,1.0387867746073383,316.9692668662708,47.44797724032686,213.99575942984524,0.0,206.20915780383154,109.0630998579242,962.8296776543598,1.4260458792577055,C3S1,-13.937116003892578,P.S.
592,MAHABUBNAGAR,Thirumalayapalem,Bhoompalli,17.900266390924163,80.55052058335714,5.499220351175016,Post-monsoon 2020,,8.04,1781.4480396913307,1140.1266830794166,10.787893436485419,338.93707431908285,278.5986311217807,1.223699119117684,74.77648142876036,55.34503282449039,161.7425466244976,26.47130328162449,92.01820969617147,62.48505185288956,485.895237242311,2.8090064795367766,C3S1,-2.7804494561842894,P.S.
1196,NALGONDA,Rajapet,Peddavolgote,17.2388750761205,78.2813720350829,0.0,Post-monsoon 2020,,7.61,1234.4485410830323,790.0470761535953,0.0,218.84946008068025,269.4070107186213,0.7340098091801652,38.080923400536385,0.0,70.42463935289982,0.0,65.76942971625292,76.56353144737787,479.08934082347525,0.02295041925181529,C3S1,-5.232007708759539,P.S.
595,KUMURAM BHEEM,Devaruppula,Raghunadhapalli,18.092319188536262,78.82552213803622,8.922671280517616,Post-monsoon 2020,,7.79,2717.407694127074,1739.1409514713155,0.0,507.6246812687801,496.04106993970623,0.0,98.03152043989766,52.27078717464116,235.56448412421884,2.8509977724462994,159.94559781348812,107.2945210343591,842.6086316782482,2.8867562373812574,C3S1,-6.6778561244659596,P.S.
575,JOGULAMBA(GADWAL),Laxmidevipalli,Lokeswaram,17.62207290028104,79.01072988226005,4.48314021970516,Post-monsoon 2020,,8.29,1588.1524441752258,1016.4175513120056,8.530697228555297,374.6769455617665,216.55819560412627,1.5408489760202402,129.09068189646683,13.641387955701424,111.07278781684158,9.073509891177201,147.3752156029226,43.00699061771474,545.5351030398278,4.42549376230393,C2S1,-3.260151025437247,P.S.
895,NIRMAL,Rajapet,Dharoor,17.84325817256663,79.39964874245356,8.300624937952964,Post-monsoon 2020,,7.11,1635.7797570638454,1046.8990368778466,15.051739049542702,506.34310137872103,178.2295140610765,0.2732110451102715,81.7829173649702,0.0,188.61654220934037,2.488648782722435,127.78122530141442,15.110261340667066,381.4886925373564,4.43795076754123,C4S1,2.824683416735732,P.S.
1178,VIKARABAD,Devarkadara,Saidapur,17.048464256325097,79.2527638540564,11.31807184282011,Post-monsoon 2020,,7.09,1132.5086850429695,724.8055331252125,18.286001113132876,268.6641120311069,91.38115747659718,0.4677169854740064,123.97219996271517,73.22439232768926,64.97456100194569,49.904338812184555,92.95984212171825,33.38705780634284,371.3283950628591,1.1349766607972291,O.G,-1.7402032984927374,P.S.
853,KUMURAM BHEEM,Shahbad,Bhosi,19.402354726764532,78.60704135258972,4.739615839846913,Post-monsoon 2020,,7.92,1142.9583403485371,731.4933003862545,0.0,359.96697919639985,173.82768314754261,0.7440963790726838,68.08479328449368,0.0,110.15584123321993,0.0,88.26766656266506,24.457709972131404,319.91414199155986,2.4548041162582948,C3S1,0.8090373969204623,P.S.
930,SANGAREDDY,Bheemgal,Pasra,18.670011919676654,78.71603155817427,7.664281780256322,Post-monsoon 2020,,8.67,1955.9657523721758,1251.8181184339114,0.0,388.47652206816605,256.00095381276327,0.12000290660112856,116.83190760738077,92.19052537116994,123.66716728528492,17.856803738475755,229.29605745253428,33.54295642143484,709.8144240561819,2.176628182749295,C3S1,-6.664677517810761,P.S.
316,SIRCILLA,Yellareddipet,Racherla Boppaspur,18.377197,78.616814,8.09,Post-monsoon 2020,,7.29,1086.0,695.04,0.0,280.0,130.0,0.66,58.18095455,25.0,96.0,8.0,80.0,29.172,319.9506579,2.333468235,C3S1,-0.799013158,P.S.
1073,MAHABUBABAD,Mahabubnagar(U),Narayanagiri,16.290050284646103,78.67851772949194,5.55108689616447,Post-monsoon 2020,,7.84,2317.0233964276804,1482.8949919019715,10.59388566411781,214.08934330981353,486.94082411033804,0.30370682044487185,227.10514184818726,7.478378272422535,163.60322640404252,0.0,148.2269518252281,105.41800598158005,805.8952343992191,3.1687310017536987,C3S1,-11.637539248569473,P.S.
180,NAGARKURNOOL,Lingal,Ambatipally,16.277,78.446,0.92,Post-monsoon 2020,,7.98,2483.0,1589.12,0.0,280.0,590.0,0.71,73.0785,40.0,241.0,3.0,64.0,136.136,719.7697368,3.905641847,C4S1,-8.795394737,P.S.
697,NALGONDA,Thimmajipet,Jagityal,17.764059217295884,79.68320803618698,8.379120324191854,Post-monsoon 2020,,7.94,252.9509561563682,161.88858455128218,33.38372168141111,266.68792258986707,0.0,1.325279176047347,0.0,0.0,38.85808742764405,0.0,34.075257055368375,0.0,49.103180526696406,3.265597517502372,C2S1,5.118913572100777,P.S.
540,KAMAREDDY,Govindaraopet,K.Mallepally,18.319430461986542,78.33161008326522,7.394862918235751,Post-monsoon 2020,,8.29,1024.068544179514,655.4038781475945,0.0,140.83964359690322,210.59719273739924,0.0,70.63300582631959,0.05903963701460313,85.88375090256828,0.0,113.56459954801412,1.9274405284263452,292.965911280818,1.458829141508521,C2S1,-3.188961961972705,P.S.
406,HYDERABAD,Machareddy,M.V.Palem,17.48256786236361,79.04131796810825,14.762760176337345,Post-monsoon 2020,,7.36,1733.2825327303638,1109.300855334841,0.871635616572469,470.05084436298625,160.6925457440829,1.28925242783278,86.9817809230597,90.28560730988171,214.1626142931434,27.529724985307386,99.79486916545605,21.342149388152905,335.82628321936284,5.945734737661658,C3S1,2.7207459717380966,P.S.
355,WARANGAL (R) ,Rayaparthy,Rayaparthy,17.6942,79.5473,1.24,Post-monsoon 2020,,8.11,1295.0,828.8,0.0,340.0,180.0,0.87,45.69922727,21.5,117.0,3.0,48.0,68.068,399.8848684,2.543844383,C3S1,-1.197697368,P.S.
1079,MEDAK,Zafergad,Mutayapally,17.888368007781143,77.8263509224452,4.666591636401087,Post-monsoon 2020,,8..05,1394.2191393002786,892.30026268844,13.382708777558818,260.70564530599665,256.6417990556303,1.4282356274626988,84.6013661644453,26.77205240858407,131.68558207192655,31.94891836237612,90.23228651580199,40.65067885651961,391.73870633264653,2.274791274363139,C3S1,-2.4071470267154798,P.S.
1094,HYDERABAD,Bansawada,Juvinile home,15.98847763163363,78.62672302099611,5.824151001671681,Post-monsoon 2020,,8.47,1093.936489205653,700.1193456088505,28.290408460654525,381.35466941929184,102.35568199396847,2.0964676598394982,32.960269837498046,32.719415944628565,208.0590948891366,30.176635984057505,0.0,36.758800518617704,76.70675459653546,4.279095315668881,C4S1,6.6716287525290685,P.S.
1192,NIZAMABAD,Choppadandi,Kothapalli,17.536393508893806,79.37634801093172,13.42647212911259,Post-monsoon 2020,,8.56,0.0,0.0,26.224184306270775,113.16458394592794,0.0,0.8984594807737586,30.940699036328134,0.0,0.0,17.868994515269097,20.944825519947614,0.0,31.01959523223121,0.0,C4S1,2.2395761501424762,P.S.
156,MEDAK,Toopran,Islampur,17.8772,78.4746,1.85,Post-monsoon 2020,,7.22,1734.0,1109.76,0.0,310.0,320.0,1.36,79.722,24.25,103.81,1.71,160.0,58.344,639.9013158,1.7842465,C3S1,-6.598026316,P.S.
334,VIKARABAD,Parigi,Parigi,17.18,77.88,12.1,Post-monsoon 2020,,6.47,654.0,418.56,0.0,170.0,80.0,0.35,45.0,14.0,34.0,1.6,48.0,34.034,259.9424342,0.91687998,C2S1,-1.798848684,P.S.
99,KHAMMAM,Khammam(U),Khammam I,17.2333,80.1333,0.5,Post-monsoon 2020,,7.02,525.0,336.0,0.0,180.0,50.0,0.77,1.55015,9.5,56.0,3.47,24.0,19.448,139.9671053,2.058008673,C2S1,0.800657895,P.S.
490,YADADRI,Sircilla,Yanampally,17.101145590582988,78.84646735830988,0.0,Post-monsoon 2020,,7.26,1761.543839478446,1127.3880519865666,7.573830300808476,262.31943796804387,317.76125794355045,0.0,153.24986902569202,10.131035853659668,107.42895147826366,9.289725336028393,99.28261321690815,91.6211210794844,622.3888156235232,2.108583342619036,C4S1,-7.001138671970775,P.S.
289,RANGAREDDY,Shankarpalli,Shankarpalli,17.453,78.131,7.89,Post-monsoon 2020,,7.67,1568.0,1003.52,0.0,260.0,240.0,0.48,186.018,20.5,60.15,1.88,152.0,63.206,639.8930921,1.033841794,C3S1,-7.597861842,P.S.
273,RANGAREDDY,Chevella,Alur,17.324,78.064,3.98,Post-monsoon 2020,,8.18,672.0,430.08,0.0,100.0,130.0,2.51,19.4876,13.0,81.0,3.11,40.0,9.724,139.9835526,2.976587662,C2S1,-0.799671053,P.S.
1016,WANAPARTHY,Khammam(U),Kulsanapur,17.122199119935697,78.31193116475067,2.0612925191450926,Post-monsoon 2020,,8.01,2051.2868555465866,1312.8235691925029,12.8043593084826,197.70330880238149,516.862971737122,2.0782090851787887,194.62388730602387,0.0,210.21274631661169,0.0,136.32532425523468,50.67432060954199,550.1887449105321,4.083675572527783,C3S1,-6.7974928386817055,P.S.
16,BHADRADRI,Gundala,Kanchanapalli,17.79,80.42,1.18,Post-monsoon 2020,,8.24,805.0,515.2,0.0,150.0,80.0,0.211,140.17785,14.0,20.9,72.36,72.0,19.448,259.9671053,0.563584773,C3S1,-2.199342105,P.S.
1068,SIDDIPET,Hanamkonda,Chandampet,18.78936314767,78.24605189349094,10.86459914395038,Post-monsoon 2020,,8.1,373.28590222413027,238.9030211394106,0.0,305.02294352658,0.0,1.306723628083251,0.0,6.703957627365394,0.0,0.0,16.502249244612116,40.65454000359507,207.3336642339015,0.0,C4S1,1.8869848477801763,P.S.
1204,SIRCILLA,Morthad,B.Pochampalli,17.099744024911132,79.92055220030363,4.450806800622085,Post-monsoon 2020,,7.67,2022.9194796275942,1294.668518720682,11.653666482152275,388.2461747764097,346.0504591296875,1.133581931419425,140.80576689045935,44.22710465821843,195.54997789718163,36.16293221808053,103.54795694783692,78.13963978589894,581.652198510168,4.062466868291314,C2S1,-3.6873295970899957,P.S.
131,MAHABUBNAGAR,Koilkonda,Dammaipally,16.759993,77.89946,1.28,Post-monsoon 2020,,8.6,491.0,314.24,50.0,140.0,50.0,0.62,7.04211,7.0,44.0,2.76,56.0,9.724,179.9835526,1.42596357,C2S1,0.200328947,P.S.
968,NALGONDA,Maredpally,Alugunur,18.438796822405262,79.29699141481717,5.6124533703784385,Post-monsoon 2020,,8.11,313.141386765016,200.41052328248907,14.10053107481369,246.05149270271426,18.49410192299044,0.0,0.0,0.0,0.0,3.2962720344868233,92.55713614952022,20.505278465199886,314.66242890027587,0.0,C3S1,-0.998174433263683,P.S.
670,WARANGAL (R) ,Mandamarri,Ramanapet,18.38660801171371,79.15000289082352,13.500222954275202,Post-monsoon 2020,,8.18,656.0847067560363,419.8942046911509,0.0,168.92143376692385,0.0,1.2222692049193102,188.63122410370698,16.78916025147145,47.11664155236615,30.24701133267886,106.9870517280199,0.0,219.98549036638357,2.7814471902976012,C3S1,-1.006958959811509,P.S.
996,MEDAK,Mirdoddi,Jaipur,16.569772143033003,77.9682101390557,0.05433579969110447,Post-monsoon 2020,,8.15,1668.4285366897775,1067.7942329310379,9.028374737464587,358.9041523991906,191.84301066246155,1.93826584824316,154.3798864274992,55.04682120266089,172.49253899374366,13.726951857649599,64.94973462649777,70.3769747638367,452.5346295106978,3.9520055126200067,C2S1,-1.6668340957368764,P.S.
201,NALGONDA,Gurrampode,Koppole,16.914619,79.146882,0.94,Post-monsoon 2020,,8.11,508.0,325.12,0.0,120.0,100.0,0.27,23.20796,16.0,44.0,2.58,40.0,24.31,199.9588816,1.352865093,C2S1,-1.599177632,P.S.
676,KHAMMAM,Torrur,Neelwai,17.212879535033036,79.49551184652054,6.147023031665869,Post-monsoon 2020,,8.01,577.0789043286095,369.3305006646241,0.0,251.75361572412135,81.93918104954032,1.8624959554394256,0.0,2.4564208098905844,28.857659349938487,0.0,10.979484668077774,48.375840604369024,227.11869514843167,3.3605607597530573,C3S1,0.39366378866944585,P.S.
917,SIDDIPET,Vailpoor,Juvinile home,18.725028704517246,78.14602845007255,8.69786933181177,Post-monsoon 2020,,7.73,168.20586057022638,107.65170050744518,9.388280873664318,595.1609927536617,0.0,1.5827456324510805,0.0,46.020109124157656,31.6678519747623,21.956846171856608,8.994482032441397,1.787269214793703,28.710613336568315,2.5136193820678523,C2S1,11.600332373375625,P.S.
337,VIKARABAD,Tandur,Tandur,17.251,77.591,2.55,Post-monsoon 2020,,7.01,1705.0,1091.2,0.0,300.0,350.0,1.58,34.0,7.0,196.0,1.9,104.0,38.896,419.9342105,4.15850863,C3S1,-2.398684211,P.S.
417,VIKARABAD,Veldanda,Nakrekal,18.076869973773444,79.02992610570641,3.0878194874193823,Post-monsoon 2020,,7.69,3073.872347155112,1967.278314557215,0.0,277.17643459034895,622.6030154214918,0.6279535499966953,362.2995799028291,32.26070206438203,282.18350681143613,62.575136194538764,176.7771801343849,88.6553240658682,806.9950436412087,4.0210318761301185,C3S1,-10.886055719657277,P.S.
157,MEDAK,Toopran,Toopran,17.8413,78.4775,4.55,Post-monsoon 2020,,7.16,1837.0,1175.68,0.0,330.0,340.0,0.49,85.0368,22.5,105.87,3.08,200.0,43.758,679.9259868,1.765282667,C3S1,-6.998519737,P.S.
769,VIKARABAD,Lingala ghanpur,Neelwai,17.300830676581455,78.99407668134207,8.646939741025697,Post-monsoon 2020,,6.28,2515.657983815702,1610.0211306574947,0.0,270.58410466800694,566.7833392309832,0.09349109615751316,97.50688667271805,0.0,165.82151425667564,27.118312297827195,167.98282169913347,75.75779641394628,730.7250099251555,1.4390128648848288,C2S1,-9.396870134774092,P.S.
602,MEDAK,Bachannapet,M.V.Palem,18.222489990575117,78.39759801407898,3.298927372006253,Post-monsoon 2020,,8.11,526.3605563233625,336.87080269729086,35.69047796870396,386.4582688846232,0.0,2.5545090715182757,0.0,3.1560403386943143,133.98186808681027,43.565760948170016,0.0,37.37015426244309,0.0,6.298845083265465,C3S1,8.49686308645364,P.S.
292,SANGAREDDY,Andole,Jogipet,17.835805,78.072972,18.55,Post-monsoon 2020,,7.5,1691.0,1082.24,0.0,420.0,230.0,0.725,81.9365,19.0,137.0,2.22,128.0,53.482,539.9095395,2.56349356,C3S1,-2.398190789,P.S.
148,MEDAK,Papannapet,Papannapet,18.04217,78.085354,5.25,Post-monsoon 2020,,7.35,1301.0,832.64,0.0,500.0,80.0,0.68,39.01949,26.0,51.3,1.87,104.0,72.93,559.8766447,0.942634549,C3S1,-1.197532895,P.S.
3,ADILABAD,Gudihatnoor,Gudihatnoor,19.525555,78.512222,5.05,Post-monsoon 2020,,8.21,745.0,476.8,0.0,240.0,70.0,0.49,41.47154545,10.5,65.0,3.0,16.0,48.62,239.9177632,1.824543906,C2S1,0.001644737,P.S.
